BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR
273,0,37116,9610,7061,92,128,155,123,0,0,0,138,111,93
168,25,11297,4832,2536,23,23,22,10,0,0,1,21,6,25
601,0,28236,22515,19641,217,357,162,182,0,0,0,142,196,135
60,60,8179,689,0,230,261,0,0,1,0,1,0,0,0
223,0,13172,8408,10693,148,254,76,96,0,0,0,91,157,79
552,0,516795,19993,10181,127,216,35,30,1,1,0,46,22,158
225,0,62161,6850,5717,57,99,65,94,1,0,0,45,66,69
103,19,20048,2862,2836,32,40,27,12,0,0,1,20,6,39
108,108,10592,1390,0,131,219,0,0,0,0,1,0,0,0
754,0,186087,13267,3457,268,268,41,56,1,0,0,35,55,22
481,30,54807,17838,15732,187,278,140,257,0,0,1,196,228,152
247,0,86166,8130,7575,15,44,26,30,1,1,0,26,32,51
82,10,14392,2098,1598,20,27,16,19,0,0,1,27,35,24
236,0,2801,10552,8360,11,11,73,106,0,0,0,87,110,86
80,80,11898,912,0,15,16,0,0,0,0,1,0,0,0
291,20,39313,16258,8082,85,105,41,34,1,0,1,45,41,68
143,14,1638,5818,3521,3,3,17,15,0,0,1,17,16,25
392,0,40969,19753,9702,30,41,169,329,0,1,0,178,358,146
180,0,18367,8665,3349,13,32,43,14,0,0,0,44,43,61
58,0,16288,2796,2022,7,9,36,42,0,0,0,57,42,39
35,35,5823,301,0,1,1,0,0,0,0,1,0,0,0
330,0,50736,17167,15173,28,43,37,20,1,0,0,50,30,92
164,0,15952,5844,6516,14,16,41,21,0,1,0,40,25,88
302,0,19189,19366,12772,170,213,146,166,0,0,0,127,181,119
557,0,185787,31196,21591,107,133,267,295,0,0,0,306,401,227
82,6,8723,2846,1534,20,20,28,22,0,0,1,21,16,32
284,40,51399,10829,12517,82,107,134,113,0,0,1,146,111,118
238,16,13625,7225,11445,36,47,193,240,1,0,1,195,195,128
256,0,116141,11579,7138,29,38,61,34,1,1,0,47,39,120
647,66,35712,21998,22717,464,1037,358,479,1,0,1,385,503,202
406,58,45865,12590,11123,257,312,138,137,1,0,1,132,175,105
111,14,2427,1798,2880,5,5,20,12,0,0,1,13,10,8
290,0,86249,14368,7624,9,17,33,50,1,0,0,61,64,114
262,0,25436,11583,10137,193,289,150,172,0,0,0,143,126,139
263,30,93718,8899,6138,144,188,118,130,0,0,1,129,146,136
287,0,47742,10506,6419,57,60,88,13,0,0,0,81,28,102
228,0,9992,6940,5758,135,243,41,80,0,0,0,63,114,45
80,80,13384,756,0,170,221,0,0,0,0,1,0,0,0
304,0,42491,12526,9501,109,169,153,183,0,0,0,146,187,92
366,30,64184,15256,11445,117,156,93,104,0,0,1,105,68,104
232,0,16407,8663,4946,6,11,31,9,0,0,0,49,15,71
120,0,16790,5976,5495,133,194,67,53,1,0,0,70,45,46
80,80,0,686,0,74,94,0,0,0,0,1,0,0,0
206,0,46470,6874,7253,194,236,64,51,0,0,0,84,50,62
322,0,116261,15017,15995,128,265,207,192,0,1,0,190,206,134
294,0,38990,14171,15472,227,335,129,105,0,1,0,143,136,140
80,0,0,434,0,85,85,0,0,0,0,0,0,0,1
354,0,0,13312,10582,105,165,151,109,1,1,0,155,130,215
319,0,278261,17995,5052,5,5,23,17,1,1,0,22,14,85
243,0,22661,4193,4106,18,46,95,66,1,0,0,85,89,58
384,0,53001,11670,10172,94,139,113,89,1,0,0,124,95,87
232,0,346,6947,6887,21,33,247,262,1,0,0,278,264,159
486,0,46316,25556,20730,0,13,380,253,1,0,0,356,281,180
37,0,33510,715,0,209,406,0,0,0,0,0,0,0,0
302,0,141261,12890,13548,37,63,146,106,1,0,0,170,127,66
196,0,29589,5848,3567,38,42,54,38,0,0,0,41,48,37
184,0,70261,9416,6221,27,39,100,65,0,0,0,88,68,67
207,0,54021,11609,9421,1,1,192,231,1,0,0,173,199,107
98,0,42161,5225,3971,4,4,58,49,0,0,0,51,32,50
326,0,102126,13172,10043,216,341,125,191,1,0,0,135,154,130
184,0,36378,4892,5731,23,57,58,58,0,1,0,67,65,70
371,0,71991,11618,9232,304,678,199,219,1,1,0,207,210,153
365,0,72161,13614,8713,164,317,102,89,0,1,0,68,53,74
60,60,0,1450,0,91,152,0,0,0,0,1,0,0,0
200,33,514553,9793,14427,2,2,31,30,0,0,1,30,0,18
239,0,24726,8073,8427,93,175,83,89,1,1,0,65,67,53
308,0,201123,10063,7383,254,394,168,163,1,0,0,176,144,109
85,0,27233,4766,3902,30,30,47,31,0,0,0,42,37,47
61,0,10086,2099,1154,44,83,5,0,0,0,0,8,9,26
217,0,91021,10051,7384,134,168,193,190,1,1,0,155,160,120
49,0,9756,1744,2134,107,142,30,28,0,0,0,39,37,19
49,0,10950,1393,2403,12,21,0,0,0,1,0,0,0,23
99,0,23418,3398,5746,10,13,34,31,0,0,0,56,56,35
282,0,16132,6475,5195,121,124,72,92,1,0,0,91,68,84
169,0,67263,4585,4236,99,136,33,14,0,1,0,33,5,42
110,17,15917,2628,3531,52,72,86,71,0,0,1,66,60,32
136,0,49158,5563,6697,10,12,104,131,0,1,0,96,108,102
262,17,69796,9963,6501,132,141,93,93,0,1,1,99,70,77
141,0,56199,5331,4382,22,23,53,43,0,1,0,61,40,74
81,0,20230,3282,2766,62,93,51,33,1,0,0,54,37,37
151,0,110358,5697,3006,164,306,80,89,0,0,0,87,98,53
261,38,123094,12397,12657,269,490,255,270,1,1,1,230,217,137
267,0,124077,14872,12280,11,11,160,151,1,0,0,157,183,91
187,12,38633,8939,4161,28,38,100,85,0,1,1,81,77,112
60,0,0,3719,3590,6,18,29,26,0,1,0,30,31,43
128,0,0,3717,4830,0,1,41,58,0,0,0,32,71,47
20,0,72,1178,1157,5,18,12,7,0,1,0,12,13,5
86,86,8300,593,0,105,146,0,0,0,0,1,0,0,0
200,36,0,10326,8278,43,63,89,49,1,0,1,129,72,94
163,0,3666,10004,10154,25,43,80,68,0,0,0,99,63,51
225,0,40021,12327,8719,27,27,211,199,1,0,0,224,231,107
388,32,178901,15087,8225,10,133,191,169,1,1,1,191,163,82
506,19,9279,18342,19393,72,134,316,239,1,1,1,319,218,148
380,0,141084,8176,3846,17,27,45,44,1,0,0,48,74,24
139,0,9010,7557,4942,63,124,80,100,0,0,0,88,110,52
383,20,16165,13405,11939,132,169,150,109,1,1,1,147,125,108
195,0,0,7728,5985,33,35,58,54,0,1,0,53,45,55
330,20,37427,16304,10111,174,408,159,203,0,0,1,174,172,94
118,0,28343,4622,4332,1,53,78,114,0,0,0,77,103,50
103,0,4990,6835,4572,0,0,112,139,0,0,0,118,128,75
583,60,135602,27480,20677,246,403,257,222,1,1,1,204,201,213
241,0,15468,5872,4351,105,130,322,340,0,1,0,327,307,82
181,0,112335,11431,8699,27,44,15,29,0,1,0,19,33,26
483,0,164062,19508,5908,3,3,70,14,1,1,0,84,18,237
493,5,30814,29053,17833,105,306,142,120,1,1,1,146,104,176
233,0,40721,8400,9403,78,162,119,114,1,0,0,104,90,85
289,0,18165,8017,7500,19,45,302,264,0,0,0,289,264,95
270,12,25680,10212,8677,25,33,133,131,0,1,1,138,106,150
264,0,12499,8714,5015,0,6,48,34,0,0,0,59,30,60
140,0,19241,4764,3901,4,9,39,26,0,0,0,39,32,70
274,30,28702,9770,11725,9,9,113,124,0,0,1,94,104,67
306,0,27332,17231,17315,86,113,121,177,0,1,0,133,172,129
166,0,16349,6996,3378,34,52,148,200,0,0,0,160,200,134
120,0,23910,8612,6076,13,35,72,84,0,1,0,53,37,65
332,16,28098,11638,5832,41,124,206,169,1,1,1,207,150,139
250,0,16568,9203,6131,147,344,169,196,0,0,0,224,157,91
235,0,22727,9938,11619,8,16,69,29,0,0,0,60,29,61
304,20,8998,10600,6817,110,167,315,217,0,0,1,289,219,232
213,0,27718,11239,4349,35,49,54,78,0,0,0,63,71,82
130,0,12392,2398,1511,39,61,48,59,0,0,0,43,54,44
211,20,49561,10778,10517,3,3,120,132,0,0,1,106,117,132
461,0,90248,21261,9428,0,2,237,200,1,1,0,258,234,170
126,21,11472,4033,4141,1,1,79,81,0,0,1,84,84,61
319,0,41061,18387,4424,39,49,94,134,1,1,0,91,72,108
116,0,29280,5114,5146,5,23,70,52,0,0,0,87,50,62
317,28,37561,13367,8231,34,64,241,216,0,0,1,216,188,123
98,0,21386,6600,3839,24,26,39,26,0,0,0,45,29,58
87,0,37278,4505,1979,42,69,51,18,0,0,0,56,26,78
75,0,36481,3281,2468,71,90,68,49,0,0,0,44,32,58
99,0,18686,3676,3684,66,88,80,91,0,1,0,81,65,65
265,0,13206,8622,11985,64,148,153,143,0,1,0,100,137,110
401,0,14095,24853,19458,24,54,199,229,1,1,0,261,193,149
432,50,203214,10610,4016,14,19,20,37,1,0,1,34,44,33
197,0,770961,10059,8219,0,0,128,115,1,1,0,122,126,96
60,60,0,571,0,16,29,0,0,0,0,1,0,0,0
148,0,10640,5460,6448,10,30,66,29,0,0,0,75,63,91
208,0,7738,11253,8755,138,182,104,55,0,1,0,101,64,106
221,0,25060,13815,8700,116,137,88,33,0,0,0,110,42,103
182,0,43050,6337,3899,120,127,25,29,0,0,0,14,0,8
25,25,0,261,0,34,34,0,0,0,0,1,0,0,0
138,0,20932,4474,2847,22,24,47,47,0,0,0,52,47,37
74,0,47611,3936,3502,3,3,48,44,0,0,0,42,33,53
402,34,88594,18480,10588,216,245,62,22,1,1,1,64,14,167
310,0,14711,14378,14043,132,209,120,63,0,0,0,132,52,110
688,0,35359,25724,24743,409,609,331,222,0,0,0,312,231,176
225,0,9275,9602,8161,125,128,163,197,0,0,0,147,155,109
150,9,7080,2945,2682,7,22,63,75,0,0,1,59,60,28
443,27,24398,18296,16092,132,147,118,60,0,1,1,144,60,205
294,14,11130,12733,10124,84,103,136,116,0,0,1,177,112,121
158,0,0,2026,3226,31,56,176,70,1,0,0,158,61,49
357,23,9125,12776,6094,9,9,131,64,1,0,1,134,51,86
610,0,17155,21753,12310,64,64,160,84,1,1,0,136,97,125
504,0,0,24654,13876,57,57,151,68,1,0,0,138,92,122
306,15,36500,17608,7211,1,5,44,5,1,0,1,48,7,95
127,25,0,2570,2666,2,2,19,16,0,0,1,139,84,22
1476,0,0,66439,45157,0,0,40,5,1,1,0,49,3,350
928,37,127750,47198,21550,5,12,318,116,1,1,1,323,110,271
290,0,10950,9149,8559,1,3,66,36,0,0,0,62,35,60
427,0,114000,24232,5447,3,3,15,2,1,1,0,6,1,74
296,20,4550,8326,3428,2,2,45,23,0,0,1,45,23,41
285,0,13505,13453,4609,32,32,52,20,1,0,0,45,25,58
381,34,36500,14963,10562,94,141,294,302,0,0,1,164,237,50
301,65,27375,9452,6177,79,99,50,29,0,0,1,54,23,65
334,0,0,13729,9433,0,8,368,209,0,0,0,368,196,132
313,0,21900,10142,6482,4,4,107,59,1,0,0,115,51,104
527,0,0,24467,8745,0,49,26,18,1,1,0,38,36,111
224,0,19345,12380,9427,68,88,93,40,0,0,0,91,45,81
320,0,109500,16895,11958,65,74,110,47,0,0,0,90,56,70
301,0,32850,11079,7146,13,24,116,68,1,0,0,109,90,67
139,27,25550,3898,2530,1,2,6,3,0,0,1,12,11,18
226,0,13368,4403,3638,1,10,76,46,0,0,0,70,31,57
212,0,19345,10898,4962,1,8,51,48,0,0,0,50,36,39
334,0,0,19410,12852,0,0,78,77,1,0,0,98,85,68
231,0,0,11560,7452,59,59,63,49,0,0,0,73,45,83
125,0,0,6447,4010,0,0,170,103,0,0,0,331,131,255
173,0,0,6780,4653,32,85,93,38,0,0,0,85,31,52
171,12,26280,5536,3856,124,134,47,24,0,0,1,48,33,42
302,0,24455,13306,5177,8,15,147,69,0,0,0,153,76,83
666,42,45625,28904,21598,138,254,196,136,1,1,1,186,152,141
415,50,34675,13047,5395,55,90,63,35,1,1,1,72,17,87
1131,180,264095,13095,8756,64,110,41,51,1,0,1,39,59,17
278,20,0,10021,5549,42,90,116,92,0,0,1,143,81,78
579,32,6570,23422,10358,5,5,273,182,1,1,1,240,194,188
290,44,8395,14489,8243,25,40,100,95,1,0,1,112,87,110
150,0,9395,5775,4436,67,119,79,59,0,0,0,77,50,54
210,0,41975,6540,5271,57,65,61,40,0,0,0,57,38,64
435,50,36500,18690,7943,83,84,94,53,1,1,1,72,46,82
209,13,27375,9420,4578,53,89,58,45,0,1,1,65,40,100
201,0,0,7678,5457,2,5,63,42,0,0,0,78,40,62
189,0,0,9578,6836,4,4,73,74,0,0,0,79,50,71
204,0,0,12157,9307,18,18,121,89,1,0,0,116,61,84
146,0,8760,3539,3476,70,86,29,68,0,0,0,33,47,47
291,0,31025,11442,5821,137,258,149,114,0,0,0,167,119,63
184,20,45625,4674,2890,0,1,20,6,0,0,1,26,8,27
167,15,0,3799,3236,236,317,50,23,0,0,1,40,28,58
403,0,0,16299,12004,19,32,150,66,0,0,0,138,75,122
135,15,24455,3055,2929,3,3,27,24,0,0,1,0,0,0
217,0,6570,9292,4936,40,60,80,74,0,0,0,66,65,47
223,28,21900,10240,7142,16,27,29,15,0,0,1,38,10,51
409,0,0,19766,10907,29,32,163,98,0,0,0,176,112,156
66,66,0,531,0,4,4,0,0,0,0,1,0,0,0
238,0,18250,5880,5393,14,19,100,56,0,0,0,98,67,83
319,0,45260,13812,9777,23,41,86,76,0,0,0,63,52,92
210,0,11760,6735,2997,106,130,60,50,0,0,0,47,45,51
450,30,0,19722,8099,152,236,170,157,0,0,1,159,180,173
193,22,29200,9151,2640,44,47,13,5,0,0,1,19,0,40
158,30,27375,4963,3380,4,9,62,8,0,1,1,75,35,72
300,0,0,15981,7279,69,97,117,62,0,1,0,109,43,192
173,0,0,8074,7765,42,92,247,163,1,0,0,200,173,46
404,0,0,13329,11453,60,76,149,78,0,1,0,112,87,114
385,30,13140,19821,7823,2,2,231,179,0,0,1,234,136,210
124,0,73000,5274,3372,33,34,61,48,0,0,0,68,51,49
437,0,256091,18874,13142,137,266,200,224,1,1,0,211,191,176
413,24,146000,21698,9578,6,11,50,27,1,1,1,72,32,111
222,10,43800,5271,6321,130,217,60,37,0,0,1,66,37,62
231,0,18250,8884,6112,27,44,127,128,0,0,0,128,95,97
326,0,0,20870,8716,5,5,239,217,1,0,0,258,220,125
80,80,0,774,0,5,5,0,0,0,0,1,0,0,0
415,40,34675,23341,11119,98,147,242,200,1,1,1,237,217,213
497,2,18250,26041,12022,14,14,116,106,1,0,1,128,0,35
130,0,31025,9209,3068,1,2,34,19,0,0,0,47,35,43
329,27,15695,9964,6935,121,308,104,71,0,1,1,115,77,140
239,0,13505,9005,7702,5,9,228,206,0,0,0,291,206,108
109,0,0,8216,5985,8,8,92,49,0,0,0,67,51,67
363,16,0,22467,14025,104,104,170,111,1,0,1,163,101,103
548,26,53655,21291,13363,7,11,115,85,1,1,1,124,95,127
203,0,20805,9530,4699,78,134,199,94,0,0,0,195,137,153
311,0,21900,15155,10828,3,13,96,55,0,0,0,73,93,87
293,0,0,14936,6727,29,29,32,16,1,1,0,35,12,98
310,0,30805,12285,6276,0,0,109,111,0,1,0,105,78,89
193,0,21900,11010,6363,2,4,77,57,0,0,0,106,75,96
276,0,91980,12929,6216,0,0,186,149,0,0,0,178,149,129
231,40,255,11793,6873,7,8,135,85,0,0,1,161,97,55
221,24,0,9451,4562,2,4,153,122,0,1,1,155,77,155
378,0,13140,20561,15827,83,106,226,107,0,0,0,252,141,99
393,0,18250,15818,18330,139,231,224,197,1,0,0,242,213,126
399,19,45625,15963,7782,53,101,53,27,1,1,1,38,13,59
191,0,17885,4457,3011,14,17,54,62,0,0,0,84,59,52
182,0,0,3160,1563,1,1,25,11,0,1,0,14,2,10
258,0,38325,12190,6563,5,5,42,33,0,0,0,48,50,65
148,0,5200,5868,3723,10,10,52,34,0,0,0,60,50,82
193,24,0,3544,1349,3,3,8,7,0,0,1,8,4,11
182,0,0,9294,8015,113,157,150,134,0,0,0,146,103,113
256,26,31025,9975,8600,25,35,70,59,0,0,1,84,44,65
110,0,0,2839,2986,23,42,74,43,0,0,0,69,34,42
445,0,16425,13939,11265,31,61,236,203,1,0,0,287,223,110
49,49,0,518,0,14,21,0,0,0,0,1,0,0,0
88,0,18000,2406,1743,2,5,31,16,0,1,0,15,22,16
181,0,0,12375,7408,152,152,118,101,0,0,0,135,118,122
235,0,0,10165,6841,152,308,114,119,0,0,0,112,137,80
207,0,32850,10919,7748,71,84,111,60,0,0,0,98,65,107
146,0,7300,6136,3425,5,6,48,24,0,0,0,55,10,63
60,60,0,872,0,2,2,0,0,0,0,1,0,0,0
130,0,25550,6783,4439,14,34,69,38,0,0,0,59,36,51
84,0,94900,4538,3899,21,26,44,22,0,0,0,55,17,70
281,0,0,14477,7096,3,5,48,24,1,0,0,59,41,64
132,0,10416,5837,4149,1,5,47,41,0,0,0,48,27,51
173,8,0,7582,11419,1,1,0,0,0,0,1,3,0,31
326,0,83950,18854,16892,196,378,221,159,0,0,0,223,179,148
60,60,0,567,0,34,70,0,0,0,0,1,0,0,0
363,30,39420,20480,7261,67,100,103,52,0,0,1,112,49,110
54,0,5110,2402,3434,67,126,149,159,1,0,0,155,165,53
176,0,14600,10509,7824,64,121,165,108,0,0,0,212,105,116
194,0,4380,7151,6582,62,62,97,37,0,0,0,83,43,83
217,0,71760,9628,7704,4,4,93,29,1,0,0,61,35,70
414,0,21535,14461,10297,68,70,195,81,0,0,0,170,107,139
295,12,146000,10616,8208,105,204,133,60,0,0,1,113,53,78
173,0,0,8570,5025,10,12,75,39,0,0,0,80,39,36
127,0,0,6357,5588,6,7,51,50,0,0,0,46,26,53
167,6,36500,5638,3474,52,60,90,32,1,0,1,70,29,57
404,0,146000,17907,7705,79,117,39,11,1,1,0,20,9,125
259,34,0,6447,5367,86,252,89,40,1,0,1,94,31,57
341,0,0,13584,9018,40,55,146,92,1,0,0,112,71,30
323,0,0,12957,4797,10,19,116,51,1,0,0,146,52,74
363,24,44200,9533,5396,3,6,170,107,1,0,1,176,89,89
382,0,120450,12461,5914,96,136,175,113,1,0,0,169,128,90
53,25,0,183,0,1,9,0,0,1,0,1,0,0,0
344,4,173654,7643,4135,282,320,43,20,1,0,1,51,23,26
560,0,142350,21537,14017,438,702,209,109,1,0,0,201,102,82
536,17,91250,22658,16674,369,735,211,99,1,1,1,248,136,131
1269,0,220112,9696,2530,102,124,28,9,1,0,0,30,10,17
185,28,13505,7923,6692,18,18,118,54,0,0,1,149,72,100
225,0,29200,11962,3992,45,65,68,23,0,0,0,88,37,78
224,0,0,15401,7674,8,121,147,91,0,0,0,138,114,76
80,0,2340,6812,3511,50,67,42,22,0,0,0,41,22,70
205,0,16425,7671,4463,43,72,75,64,0,1,0,66,51,88
61,35,0,398,215,5,11,0,0,0,0,1,0,0,0
134,0,0,6551,5064,42,51,62,49,0,0,0,56,47,39
131,10,0,6984,4434,16,27,23,14,1,0,1,23,10,36
136,0,0,6968,4933,86,117,92,50,0,0,0,68,50,87
122,0,65700,4432,2227,5,9,28,31,0,0,0,37,38,47
136,0,18250,4427,2818,23,29,89,55,0,0,0,60,77,61
107,70,91250,1435,0,7,7,0,0,0,0,1,0,0,2
80,68,0,637,0,35,42,0,0,0,0,1,0,0,0
231,48,108770,13919,8678,12,30,98,115,1,0,1,102,150,107
108,0,14600,4126,2740,17,19,41,23,0,0,0,68,40,29
177,0,0,11707,7451,67,134,110,67,0,0,0,117,114,76
276,23,96725,12656,6724,10,24,160,112,0,1,1,174,125,173
271,0,13140,12639,3902,59,79,10,3,1,1,0,18,5,73
205,19,0,8916,5141,11,11,1,0,1,1,1,3,2,35
275,0,29200,16819,11848,0,0,271,134,1,0,0,275,173,161
258,0,0,14863,9962,88,123,133,79,1,0,0,176,98,100
149,39,0,2854,0,13,14,0,0,1,0,1,4,0,3
297,0,0,14449,11685,192,285,113,44,0,0,0,140,50,117
120,0,0,4616,3955,2,10,93,54,0,0,0,69,77,44
227,0,64240,9924,7160,6,6,116,40,0,0,0,96,36,100
88,0,14600,3107,2969,14,21,28,34,0,0,0,44,47,37
182,30,120450,4308,4739,15,27,68,29,0,0,1,56,26,47
278,0,0,16038,8700,1,15,92,65,1,0,0,79,93,80
265,0,21900,11488,5049,217,368,138,67,0,0,0,151,67,98
289,25,109500,9029,5914,9,28,50,39,1,1,1,32,20,63
182,0,0,10973,6020,4,4,35,43,0,0,0,46,46,49
395,0,382,14536,7491,98,190,141,141,1,0,0,155,122,110
314,0,20075,10791,7018,27,32,113,82,0,0,0,120,96,111
546,70,0,19592,7038,5,5,35,17,1,1,1,44,12,119
210,0,45625,11290,7840,5,6,57,26,0,0,0,46,41,71
254,0,221016,14782,9938,2,2,110,66,0,0,0,132,105,154
220,15,182500,8061,4578,11,11,13,12,1,0,1,17,7,44
101,0,52800,6027,3690,9,20,71,77,0,0,0,76,98,80
101,0,22630,4834,5180,72,141,71,73,0,0,0,68,77,50
370,0,39785,13450,8581,70,70,164,136,0,0,0,177,197,92
222,0,51100,11723,9827,44,45,161,127,0,0,0,178,132,89
174,0,8760,6839,5002,36,37,45,21,0,0,0,54,37,59
110,0,0,6348,4050,72,113,39,31,0,0,0,75,56,53
225,0,9855,11702,11139,131,229,186,107,0,0,0,184,130,113
29,24,0,393,0,132,209,0,0,0,0,1,0,0,0
43,0,0,2031,1917,18,25,67,38,1,0,0,64,52,48
83,15,16800,2663,4142,30,35,26,16,0,0,1,21,29,24
92,0,88642,3873,4678,5,8,73,39,0,0,0,66,34,33
78,0,36500,2990,2366,61,88,26,6,0,0,0,22,6,32
108,6,0,5357,2850,18,18,66,49,0,0,1,57,49,56
219,0,29200,11028,8988,190,351,86,71,0,0,0,92,91,82
210,0,0,7381,3381,133,210,103,54,0,0,0,101,40,93
229,0,45625,9624,6170,12,20,84,52,0,0,0,95,74,80
104,0,47450,5107,4388,0,4,48,22,0,0,0,52,39,72
122,0,21535,5960,2840,13,14,39,31,0,0,0,49,28,56
239,0,0,10269,10180,0,0,365,241,1,0,0,399,276,188
487,19,146000,20972,12846,0,4,73,51,1,1,1,85,55,210
412,30,0,18914,12430,7,26,173,138,1,0,1,194,139,97
148,0,0,7498,5843,40,181,52,47,1,0,0,62,60,57
175,29,10950,6246,5426,4,4,65,35,1,0,1,55,44,85
324,0,0,22612,12555,115,483,206,171,1,0,0,243,165,156
60,60,0,630,0,45,57,0,0,0,0,1,0,0,0
203,0,82125,10738,7403,24,37,140,116,0,1,0,114,109,116
129,25,7300,2537,3579,29,33,68,79,0,0,1,28,37,28
110,0,12410,4953,4532,28,28,79,51,0,0,0,67,48,57
133,0,0,4450,3518,63,69,54,48,0,1,0,62,45,60
128,0,36500,6452,7355,58,58,37,51,0,0,0,59,75,32
256,0,0,9721,7735,152,244,84,73,1,1,0,85,83,124
185,0,22061,6900,4185,110,224,74,79,0,0,0,113,104,98
160,0,58762,6317,3792,70,95,21,8,0,1,0,19,7,60
105,99,2674,24,0,1,1,0,0,0,0,1,0,0,0
476,0,115114,17666,13587,178,322,124,114,1,1,0,158,142,127
159,0,6390,7224,4434,1,3,46,42,1,0,0,55,40,70
86,86,55313,963,0,7,28,0,0,0,0,1,0,0,0
188,0,26235,5425,4316,7,12,53,30,1,0,0,40,28,101
170,0,246973,5026,4261,7,9,23,4,1,1,0,27,7,49
483,0,859088,21958,9429,32,32,116,102,1,1,0,99,0,62
190,0,173732,12178,9805,142,142,157,161,0,0,0,171,137,78
39,0,33049,2715,2870,3,8,39,39,0,1,0,36,28,46
110,0,25949,5121,4679,30,39,94,46,0,0,0,96,42,91
128,0,76089,5284,4080,23,31,72,43,0,0,0,64,42,47
63,0,16425,2329,2365,23,49,36,31,0,1,0,28,20,38
324,0,124173,24404,13635,74,236,48,23,1,1,0,45,30,105
518,0,0,11972,777,9,23,76,80,1,0,0,74,81,51
299,33,205582,12284,13599,196,232,129,58,1,0,1,133,71,107
385,23,445687,17581,15314,31,44,293,283,1,0,1,283,279,163
308,16,80961,9116,8016,84,108,72,72,0,0,1,74,60,58
231,0,60648,12668,8924,145,145,130,110,1,0,0,128,145,81
451,0,180057,19131,20756,45,103,224,178,1,0,0,227,161,145
350,31,99458,15775,11047,122,226,162,87,1,1,1,166,85,134
416,20,8433,18858,13044,30,46,293,224,0,1,1,288,242,186
71,0,20578,3823,4015,55,65,30,12,0,1,0,25,20,37
124,0,66952,5718,5772,46,48,130,127,0,1,0,130,140,47
49,0,44467,3608,3163,14,38,24,5,0,1,0,26,11,37
470,0,52470,18839,9957,200,404,374,375,0,0,0,273,217,215
129,0,19853,6564,5229,99,201,116,121,0,0,0,106,104,91
111,0,84216,5359,5893,22,22,44,33,0,0,0,46,49,42
123,19,17952,2791,1740,14,14,30,21,0,0,1,33,26,34
114,0,17234,6117,5875,48,69,76,83,0,1,0,96,85,92
305,0,137687,9546,8142,2,2,90,82,0,1,0,98,70,58
152,24,186996,5112,5282,0,0,157,148,0,0,1,171,162,72
153,0,67154,6215,5556,36,36,77,47,0,0,0,69,63,79
181,12,20917,9269,9771,172,291,142,146,0,1,1,147,165,122
235,8,20146,13299,13382,0,0,147,102,1,1,1,169,107,95
188,0,36150,9435,5761,81,119,99,76,0,0,0,107,63,94
149,0,36755,9510,5620,7,7,80,48,0,0,0,114,51,80
213,2,63986,16560,21526,33,69,119,135,1,0,1,119,110,87
258,22,9804,12799,9074,0,17,208,143,1,0,1,164,103,62
770,10,308362,30824,32011,5,11,606,367,1,0,1,633,388,248
320,26,329669,11440,6211,0,6,12,1,1,1,1,9,1,206
149,10,1492,3962,1529,4,4,40,25,0,0,1,26,0,11
229,0,6374,12961,9004,0,0,267,220,1,0,0,302,193,163
376,18,260550,18960,10611,0,0,258,244,1,0,1,279,273,97
197,24,60946,10670,13798,3,30,159,84,0,0,1,146,104,122
113,0,36764,5666,3634,76,106,86,68,0,0,0,106,66,82
386,30,184791,14720,9745,86,107,60,41,1,0,1,75,41,36
190,25,25170,9512,5652,23,25,108,76,0,0,1,100,71,79
179,0,10978,9861,5598,2,3,103,37,0,0,0,73,64,64
153,0,27852,6141,4454,112,116,169,149,0,0,0,169,148,132
125,0,28557,5260,4658,23,28,113,96,0,0,0,90,75,81
272,0,4277,13428,8742,83,113,143,116,0,0,0,148,106,112
126,0,41695,4949,4122,7,7,58,35,0,0,0,61,29,67
199,50,174370,9484,5610,0,0,110,70,1,1,1,127,78,92
320,38,128323,15522,11836,0,27,154,119,1,0,1,159,125,100
105,0,28866,2299,4588,5,17,59,52,0,0,0,61,65,73
294,0,11251,15061,12732,12,12,237,156,1,0,0,203,163,130
60,0,14061,3486,2598,27,29,74,66,0,0,0,54,40,63
110,0,31889,3421,3076,11,26,62,36,0,0,0,53,58,37
300,18,71544,15961,13962,3,3,166,68,0,0,1,167,100,97
171,0,57752,9699,7282,0,0,117,128,0,0,0,116,129,72
233,0,26289,9081,5860,40,101,126,97,0,1,0,156,118,139
176,21,40601,8142,8706,14,39,137,141,0,0,1,127,170,96
225,0,51999,11701,7289,1,1,94,86,1,0,0,133,104,94
65,65,0,553,0,22,36,59,39,1,0,1,12,9,2
623,37,90744,24046,16715,61,182,213,165,1,0,1,284,186,154
332,14,44171,12021,9759,72,115,123,96,1,0,1,156,133,90
272,0,32038,8105,5003,35,46,114,68,0,0,0,133,85,115
123,0,11136,4301,3252,1,21,74,36,0,0,0,68,56,64
144,12,56536,5145,2868,45,67,68,69,0,0,1,96,75,57
126,30,53843,3865,3174,6,6,58,27,0,1,1,46,36,37
238,0,39011,6478,5695,26,33,42,35,1,0,0,90,41,30
370,0,157111,15192,7599,49,57,85,48,0,0,0,72,30,54
210,0,22899,7691,4519,0,0,77,44,0,0,0,89,85,76
288,0,15061,10520,11785,0,0,99,68,0,0,0,96,57,96
218,16,41539,6529,5095,0,0,89,74,1,0,1,88,75,86
