BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR,SALES_GROWTH,TOTAL_OPS,SALES_PER_BED
210,36,44029,8085,5266,46,71,37,22,0,0,1,42,30,43,-25,115,0.21904761904761905
106,106,33805,1454,0,99,164,0,0,1,0,1,0,0,0,-65,0,0.9339622641509434
327,0,5846,14412,15277,354,725,261,203,0,1,0,270,220,95,-371,585,1.0825688073394495
226,0,24856,10239,11446,30,30,50,32,0,1,0,63,34,64,0,161,0.13274336283185842
447,24,13299,21398,11031,12,43,291,165,1,1,1,290,150,183,-31,623,0.026845637583892617
478,0,12321,18671,11189,93,165,104,69,1,1,0,99,65,103,-72,267,0.19456066945606695
221,0,127284,10785,6040,113,139,136,85,1,0,0,121,96,43,-26,260,0.5113122171945701
143,17,26259,4914,1787,53,53,51,21,0,0,1,60,33,42,0,135,0.3706293706293706
427,0,38956,14741,8422,29,37,117,70,1,1,0,114,73,122,-8,309,0.06791569086651054
410,0,37620,12573,10159,5,15,79,53,0,0,0,82,57,68,-10,207,0.012195121951219513
236,0,37620,11158,9447,11,11,67,44,0,1,0,50,40,94,0,184,0.046610169491525424
519,33,106973,19814,11641,32,72,112,112,0,0,1,121,108,110,-40,339,0.06165703275529865
230,0,47805,10527,5604,13,25,60,31,0,1,0,57,38,58,-12,153,0.05652173913043478
252,0,38426,11774,5137,21,45,54,23,0,1,0,44,27,66,-24,137,0.08333333333333333
452,18,185742,16609,11178,102,235,72,37,1,1,1,72,52,107,-133,231,0.22566371681415928
82,0,1135,4629,3280,17,17,36,16,0,1,0,29,18,32,0,79,0.2073170731707317
209,64,31035,1922,719,5,5,0,0,1,0,1,1,0,0,0,1,0.023923444976076555
827,37,146180,31028,15515,156,182,176,136,1,1,1,177,149,209,-26,535,0.18863361547763
178,14,108859,7035,5011,65,106,42,25,0,1,1,28,0,36,-41,64,0.3651685393258427
358,0,10361,16905,7852,150,211,152,109,0,1,0,138,99,109,-61,346,0.41899441340782123
168,24,19875,6515,5986,17,17,51,42,0,1,1,45,61,48,0,154,0.10119047619047619
242,0,53858,8745,8998,5,5,67,70,0,1,0,66,58,62,0,186,0.02066115702479339
313,0,5208,13746,7236,39,47,124,68,0,0,0,100,82,84,-8,266,0.12460063897763578
459,32,76254,15566,11130,97,97,136,157,1,0,1,133,172,72,0,377,0.2113289760348584
231,0,5639,9833,9304,75,103,87,70,1,1,0,74,62,120,-28,256,0.3246753246753247
159,0,51113,8674,6828,45,74,45,18,0,1,0,45,19,68,-29,132,0.2830188679245283
357,0,572228,14130,7123,269,360,19,6,1,1,0,24,3,62,-91,89,0.7535014005602241
684,0,129681,26788,21664,1148,2770,278,246,1,1,0,237,196,130,-1622,563,1.6783625730994152
176,176,54433,2101,0,1209,2367,0,0,1,0,1,0,0,0,-1158,0,6.869318181818182
416,18,306880,18064,9289,101,171,23,25,1,0,1,34,32,28,-70,94,0.24278846153846154
1044,66,167139,30815,19238,58,95,234,198,1,0,1,275,237,118,-37,630,0.05555555555555555
894,0,448428,37780,11738,2,2,26,4,1,1,0,36,8,124,0,168,0.0022371364653243847
291,29,49472,13328,6096,17,18,35,11,1,0,1,44,17,55,-1,116,0.058419243986254296
262,0,143936,10261,2446,2,3,39,19,0,0,0,54,36,44,-1,134,0.007633587786259542
626,26,80317,21548,10173,82,152,101,107,1,1,1,75,69,51,-70,195,0.13099041533546327
463,24,256481,17372,11090,2,3,60,77,1,0,1,69,75,72,-1,216,0.004319654427645789
485,8,96442,12315,5272,5,7,23,20,1,0,1,31,19,28,-2,78,0.010309278350515464
248,22,14787,9779,5133,23,31,80,34,1,0,1,62,32,75,-8,169,0.09274193548387097
375,30,19682,15274,8847,19,19,145,89,1,0,1,145,88,141,0,374,0.050666666666666665
227,0,28366,8338,5171,26,30,61,22,0,0,0,60,19,103,-4,182,0.1145374449339207
616,0,284759,25562,15082,4,34,148,123,1,1,0,156,118,73,-30,347,0.006493506493506494
295,38,80861,11159,6506,92,153,47,41,1,0,1,38,28,64,-61,130,0.31186440677966104
236,0,71451,7784,3228,11,11,51,8,1,0,0,45,8,69,0,122,0.046610169491525424
70,70,0,0,0,0,3,12,2,0,0,1,7,0,18,-3,25,0.0
394,0,139560,21137,9832,0,0,119,115,1,1,0,103,109,106,0,318,0.0
460,0,157620,15797,8639,96,124,34,34,1,1,0,43,26,81,-28,150,0.20869565217391303
425,16,14341,11910,10253,4,10,83,42,1,0,1,89,28,73,-6,190,0.009411764705882352
314,26,115203,9303,6596,27,27,74,108,0,1,1,70,96,74,0,240,0.08598726114649681
208,0,65626,6343,4988,6,6,48,48,0,1,0,40,47,43,0,130,0.028846153846153848
150,0,24141,5700,5024,5,5,58,54,0,1,0,73,57,70,0,200,0.03333333333333333
117,0,22525,6110,3965,26,39,50,80,0,0,0,57,64,57,-13,178,0.2222222222222222
423,39,183986,15933,10303,46,60,163,181,1,1,1,149,187,148,-14,484,0.10874704491725769
296,0,131218,12006,9768,7,10,102,81,1,1,0,109,85,127,-3,321,0.02364864864864865
215,0,70499,9766,6742,43,86,57,63,1,1,0,55,77,79,-43,211,0.2
258,20,147519,7685,3621,7,13,51,58,1,0,1,104,86,108,-6,298,0.027131782945736434
255,0,41961,9497,6442,2,2,104,96,1,1,0,70,62,44,0,176,0.00784313725490196
101,0,8373,3500,2568,0,21,60,87,0,0,0,59,103,34,-21,196,0.0
193,0,123155,6241,10407,0,0,89,119,0,1,0,89,101,69,0,259,0.0
448,39,190438,15241,17482,0,0,150,204,1,1,1,167,153,129,0,449,0.0
595,18,39540,23759,15356,6,6,139,136,1,1,1,133,139,140,0,412,0.010084033613445379
166,0,40781,5442,3500,5,7,52,38,0,1,0,40,21,45,-2,106,0.030120481927710843
237,0,70086,10874,6209,23,29,110,82,0,1,0,114,112,78,-6,304,0.0970464135021097
202,25,36096,11752,8809,170,343,100,116,1,0,1,99,86,110,-173,295,0.8415841584158416
288,15,27800,12059,12650,93,174,161,142,1,1,1,165,142,85,-81,392,0.3229166666666667
173,0,6480,7730,4403,0,2,59,47,0,1,0,56,51,76,-2,183,0.0
148,0,61016,5607,4728,86,86,60,44,0,1,0,45,33,54,0,132,0.581081081081081
194,0,42454,6607,6469,8,8,82,134,0,1,0,72,139,100,0,311,0.041237113402061855
118,14,16722,1802,1684,17,17,15,3,0,1,1,9,5,10,0,24,0.1440677966101695
372,25,104531,13116,8130,37,49,80,60,1,0,1,119,62,129,-12,310,0.09946236559139784
346,0,122580,13229,12779,238,446,125,249,1,0,0,140,251,94,-208,485,0.6878612716763006
152,7,93085,6520,5645,146,175,93,71,1,1,1,86,69,130,-29,285,0.9605263157894737
146,0,2451,7683,6287,120,123,80,84,0,1,0,84,98,68,-3,250,0.821917808219178
106,0,23850,2984,1367,39,82,30,19,0,0,0,29,21,37,-43,87,0.36792452830188677
282,0,125235,9878,9601,30,50,75,87,1,1,0,63,102,119,-20,284,0.10638297872340426
297,0,74853,10857,11848,12,18,75,89,1,0,0,104,106,103,-6,313,0.04040404040404041
169,0,55167,5915,4119,46,83,52,21,0,1,0,66,25,53,-37,144,0.27218934911242604
620,0,1170,25690,22740,61,75,199,179,1,1,0,180,178,177,-14,535,0.09838709677419355
521,30,133635,18091,16080,58,62,193,147,1,1,1,199,179,156,-4,534,0.11132437619961612
272,0,3206,7909,3994,57,61,36,14,0,0,0,48,19,56,-4,123,0.20955882352941177
92,0,6000,1379,518,87,88,24,59,0,0,0,40,60,19,-1,119,0.9456521739130435
142,15,38040,5272,4221,19,20,50,37,0,0,1,47,28,50,-1,125,0.13380281690140844
116,0,40437,4252,2223,1,1,46,31,0,0,0,57,31,40,0,128,0.008620689655172414
89,0,27420,3076,2393,34,44,53,30,0,0,0,58,25,38,-10,121,0.38202247191011235
369,12,35452,14158,14962,24,31,173,139,1,0,1,197,133,148,-7,478,0.06504065040650407
208,0,25989,5272,4351,44,138,41,32,0,0,0,24,29,43,-94,96,0.21153846153846154
424,14,39469,15618,9723,1,2,252,669,1,1,1,275,411,110,-1,796,0.0023584905660377358
120,0,56923,4793,3160,2,59,45,44,1,0,0,61,40,69,-57,170,0.016666666666666666
205,16,26394,5072,3351,0,1,62,62,0,0,1,53,26,53,-1,132,0.0
535,0,244618,11744,3960,74,74,37,19,1,0,0,50,35,46,0,131,0.1383177570093458
94,28,2565,1070,1998,3,17,7,0,1,0,1,6,0,10,-14,16,0.031914893617021274
972,0,136851,31838,24183,10,11,169,121,1,1,0,143,136,171,-1,450,0.0102880658436214
312,0,232558,10962,8602,8,11,125,136,1,1,0,142,144,81,-3,367,0.02564102564102564
441,60,113009,15333,18545,171,317,141,136,1,0,1,139,137,149,-146,425,0.3877551020408163
142,0,19652,4171,2826,113,142,32,24,0,0,0,43,30,55,-29,128,0.795774647887324
206,0,34005,6497,7503,97,167,88,83,0,0,0,91,70,86,-70,247,0.470873786407767
746,0,76143,22037,16246,333,598,177,321,0,1,0,227,342,158,-265,727,0.44638069705093836
403,9,98253,10872,10000,35,96,145,122,1,0,1,118,77,88,-61,283,0.08684863523573201
386,22,53403,14083,9801,12,25,160,98,0,1,1,147,91,198,-13,436,0.031088082901554404
362,42,30084,14888,9158,0,0,77,76,1,0,1,103,61,103,0,267,0.0
734,48,178257,30386,23132,3,9,192,196,1,1,1,193,236,164,-6,593,0.004087193460490463
338,20,38541,11638,6821,12,35,70,69,0,1,1,78,51,87,-23,216,0.03550295857988166
132,0,25993,3610,2446,0,5,23,4,0,0,0,49,36,50,-5,135,0.0
119,12,33995,2501,2040,78,105,26,25,0,0,1,29,22,42,-27,93,0.6554621848739496
248,16,27431,7215,7786,0,0,159,155,0,1,1,135,154,88,0,377,0.0
188,20,12139,6558,4743,95,160,41,23,0,0,1,47,33,44,-65,124,0.5053191489361702
40,0,8235,1196,1101,67,92,2,1,0,0,0,2,0,3,-25,5,1.675
107,17,30343,3980,4601,9,9,63,52,0,0,1,53,35,30,0,118,0.08411214953271028
130,9,14616,3083,2904,2,2,34,16,0,0,1,24,9,29,0,62,0.015384615384615385
153,12,34460,6131,5722,4,4,73,56,0,1,1,87,64,141,0,292,0.026143790849673203
76,11,7573,1792,816,12,14,9,4,0,0,1,8,0,15,-2,23,0.15789473684210525
215,0,242875,11956,4853,24,24,28,17,1,1,0,33,24,33,0,90,0.11162790697674418
252,0,107886,6261,4798,2,2,56,74,1,0,0,68,74,41,0,183,0.007936507936507936
255,12,59799,8871,7882,44,79,37,24,1,0,1,55,19,45,-35,119,0.17254901960784313
560,14,166278,20386,11943,14,18,210,160,1,1,1,235,205,132,-4,572,0.025
250,16,33179,10018,10906,0,10,124,50,1,1,1,93,54,81,-10,228,0.0
324,10,52595,9721,12120,67,87,87,57,1,1,1,88,69,74,-20,231,0.20679012345679013
284,6,150434,7201,4137,52,52,24,38,1,0,1,52,48,30,0,130,0.18309859154929578
292,11,32610,7833,11882,61,87,80,62,1,0,1,91,82,89,-26,262,0.2089041095890411
445,18,59460,15720,15749,323,586,242,223,1,1,1,252,262,160,-263,674,0.7258426966292135
88,16,62495,3597,1572,7,7,0,0,1,0,1,0,0,1,0,1,0.07954545454545454
165,26,104406,7220,4004,0,0,202,164,0,0,1,203,199,192,0,594,0.0
185,0,25825,6554,4870,4,9,83,189,0,0,0,101,177,61,-5,339,0.021621621621621623
329,30,28769,10526,11328,5,8,108,114,0,0,1,125,97,94,-3,316,0.015197568389057751
68,0,31832,1740,837,61,124,22,1,0,0,0,20,5,28,-63,53,0.8970588235294118
292,0,45720,9482,8698,87,235,71,40,0,0,0,70,65,61,-148,196,0.2979452054794521
285,10,34870,5707,10168,54,100,215,325,0,0,1,212,256,80,-46,548,0.18947368421052632
397,40,309849,12727,8832,0,1,37,38,1,1,1,75,58,119,-1,252,0.0
122,0,54473,3717,2226,44,76,49,99,0,0,0,54,73,36,-32,163,0.36065573770491804
170,0,14879,5735,3571,8,28,105,79,0,0,0,55,73,78,-20,206,0.047058823529411764
233,0,51952,2930,1414,3,3,199,172,1,0,0,172,128,190,0,490,0.012875536480686695
836,35,147309,28504,21635,23,39,344,377,0,1,1,412,376,282,-16,1070,0.02751196172248804
129,9,60222,1097,1286,0,5,11,8,0,0,1,19,7,23,-5,49,0.0
109,8,28632,2474,2456,1,1,30,34,0,0,1,20,31,33,0,84,0.009174311926605505
149,0,41454,6530,5059,4,4,71,50,0,0,0,65,54,67,0,186,0.026845637583892617
225,5,110676,3778,1949,41,56,22,22,1,0,1,20,17,9,-15,46,0.18222222222222223
301,24,45961,9542,6212,4,4,50,52,1,0,1,57,37,51,0,145,0.013289036544850499
464,15,334327,17049,12054,44,72,73,47,1,0,1,108,52,76,-28,236,0.09482758620689655
276,0,21429,8615,5012,12,12,47,53,0,0,0,66,71,53,0,190,0.043478260869565216
333,0,77665,13102,13266,37,73,82,108,0,0,0,118,95,91,-36,304,0.1111111111111111
80,80,8387,686,0,11,14,0,0,0,0,1,0,0,0,-3,0,0.1375
400,0,74411,7757,8613,115,218,85,156,0,0,0,100,109,51,-103,260,0.2875
85,0,24962,2566,2347,0,2,71,58,0,0,0,71,61,43,-2,175,0.0
331,0,47450,10743,8650,0,0,172,170,1,0,0,175,198,129,0,502,0.0
311,0,49500,10787,9246,0,0,197,209,1,0,0,194,242,143,0,579,0.0
134,0,20203,4374,4074,28,61,49,61,0,0,0,51,87,44,-33,182,0.208955223880597
135,0,11329,2709,2957,3,3,105,170,0,0,0,91,146,11,0,248,0.022222222222222223
566,0,111156,25283,24150,3,11,252,363,1,1,0,239,262,180,-8,681,0.00530035335689046
618,0,73421,21841,16038,0,2,221,254,1,1,0,216,214,159,-2,589,0.0
506,38,182400,15609,9347,8,20,85,88,1,1,1,104,98,117,-12,319,0.015810276679841896
85,0,32309,3378,3582,39,122,76,105,0,0,0,72,99,64,-83,235,0.4588235294117647
187,0,45294,6800,5299,142,201,128,140,1,0,0,137,107,83,-59,327,0.7593582887700535
156,0,42088,3183,4489,33,61,84,95,1,0,0,97,93,54,-28,244,0.21153846153846154
142,6,66877,6233,5151,60,126,75,90,0,0,1,88,100,87,-66,275,0.4225352112676056
139,0,60202,4309,3394,0,0,98,101,0,0,0,74,130,55,0,259,0.0
77,0,47101,3049,2627,102,150,37,14,0,0,0,45,24,35,-48,104,1.3246753246753247
100,0,23112,3876,5722,6,10,54,55,0,0,0,60,58,77,-4,195,0.06
290,0,77675,9558,13130,27,87,140,124,1,0,0,116,91,74,-60,281,0.09310344827586207
559,20,31800,12894,16128,186,310,189,209,1,0,1,201,208,97,-124,506,0.33273703041144903
349,54,124425,8027,8092,68,87,59,55,0,1,1,58,67,54,-19,179,0.19484240687679083
369,0,49900,12667,11399,32,32,226,261,1,0,0,201,232,142,0,575,0.08672086720867209
301,0,229344,10347,6430,88,106,50,38,1,1,0,80,44,81,-18,205,0.292358803986711
241,0,63718,7987,6550,44,68,83,93,1,1,0,99,96,102,-24,297,0.1825726141078838
296,0,117854,11786,10447,72,109,245,355,1,0,0,278,333,96,-37,707,0.24324324324324326
60,60,0,618,0,44,49,0,0,0,0,1,0,0,0,-5,0,0.7333333333333333
218,0,39502,7241,9703,49,59,102,103,1,0,0,115,141,100,-10,356,0.22477064220183487
64,0,27346,1982,1818,2,2,43,32,0,0,0,37,32,59,0,128,0.03125
180,0,12985,6131,8353,4,4,128,216,0,1,0,140,172,102,0,414,0.022222222222222223
163,0,43974,6184,8124,255,529,192,237,0,0,0,170,224,96,-274,490,1.5644171779141105
119,0,62109,3788,3579,18,56,67,31,0,0,0,52,29,62,-38,143,0.15126050420168066
198,0,42637,6974,6079,0,2,125,102,0,0,0,109,89,87,-2,285,0.0
455,0,61110,16693,11327,409,586,136,134,1,0,0,138,136,125,-177,399,0.8989010989010989
367,0,0,14525,18102,28,34,67,56,0,0,0,60,59,102,-6,221,0.07629427792915532
272,0,0,7883,5452,191,372,57,67,1,0,0,58,57,39,-181,154,0.7022058823529411
262,0,182560,8499,6435,4,5,46,65,1,0,0,59,74,36,-1,169,0.015267175572519083
194,109,0,1078,137,191,212,0,1,0,0,1,1,0,3,-21,4,0.9845360824742269
397,0,8880,9099,5467,106,148,71,75,1,0,0,67,74,70,-42,211,0.26700251889168763
355,0,118625,12198,6219,67,112,73,80,1,0,0,73,86,78,-45,237,0.18873239436619718
206,0,0,6034,5367,56,132,48,31,0,0,0,45,44,81,-76,170,0.27184466019417475
55,55,0,75,1097,3,3,1,2,0,0,1,1,2,1,0,4,0.05454545454545454
502,0,271019,17906,11138,19,31,93,120,1,0,0,111,78,78,-12,267,0.037848605577689244
215,0,36045,8133,5758,12,28,34,31,0,0,0,34,52,53,-16,139,0.05581395348837209
124,0,0,3306,2943,4,4,16,10,0,1,0,13,10,46,0,69,0.03225806451612903
245,0,0,10188,7017,0,2,56,67,0,0,0,54,94,65,-2,213,0.0
123,0,17155,5472,2199,88,101,30,20,0,0,0,17,16,32,-13,65,0.7154471544715447
275,0,31755,10578,10855,82,162,22,37,0,1,0,39,46,69,-80,154,0.29818181818181816
304,25,31762,10381,14395,282,535,97,150,0,1,1,72,134,81,-253,287,0.9276315789473685
286,0,11622,9611,6099,141,270,73,125,1,1,0,78,124,69,-129,271,0.493006993006993
245,0,25550,8700,7420,121,136,60,55,0,0,0,56,49,54,-15,159,0.49387755102040815
349,0,35405,11606,7663,10,17,73,60,1,0,0,74,68,78,-7,220,0.02865329512893983
660,41,31025,21987,28482,33,41,232,245,1,0,1,182,231,176,-8,589,0.05
80,80,0,544,0,10,11,0,0,0,0,1,0,0,0,-1,0,0.125
369,0,41795,953,4353,116,159,56,66,1,0,0,70,88,65,-43,223,0.3143631436314363
430,0,0,19129,8365,0,0,24,23,1,1,0,49,45,209,0,303,0.0
110,0,12952,4358,4418,85,118,65,79,0,0,0,78,92,49,-33,219,0.7727272727272727
493,21,280258,16977,11664,251,359,160,116,1,0,1,144,93,129,-108,366,0.5091277890466531
450,0,29200,14668,7817,150,199,123,119,0,0,0,123,156,99,-49,378,0.3333333333333333
129,0,12775,6004,4771,73,153,80,52,0,0,0,70,58,60,-80,188,0.5658914728682171
90,90,0,662,0,17,40,0,0,0,0,1,0,0,0,-23,0,0.18888888888888888
166,0,49885,8149,4676,93,135,59,66,0,0,0,53,97,70,-42,220,0.5602409638554217
233,0,27375,8462,5939,63,139,56,91,0,0,0,72,60,61,-76,193,0.2703862660944206
359,0,21535,13383,7986,50,70,96,102,0,0,0,103,102,80,-20,285,0.1392757660167131
375,28,36183,12528,8605,0,0,101,65,1,0,1,108,90,132,0,330,0.0
114,47,4489,744,0,0,6,0,0,0,0,1,0,0,0,-6,0,0.0
155,0,17914,6440,3622,0,3,47,33,0,0,0,53,33,47,-3,133,0.0
274,0,75563,8867,5847,0,5,99,76,0,0,0,116,86,86,-5,288,0.0
106,0,16384,4743,3170,12,14,35,15,0,0,0,39,27,74,-2,140,0.11320754716981132
113,20,15467,4419,2135,2,3,18,0,0,0,1,15,0,23,-1,38,0.017699115044247787
203,0,25998,8673,6278,1,1,80,56,0,0,0,73,67,90,0,230,0.0049261083743842365
60,60,5847,662,0,8,9,0,0,0,0,1,0,0,0,-1,0,0.13333333333333333
269,14,168991,9088,11091,4,4,1,2,1,0,1,1,2,93,0,96,0.01486988847583643
595,0,70242,20724,12861,114,137,238,251,1,0,0,279,291,185,-23,755,0.1915966386554622
324,0,147345,11243,7186,77,79,123,75,1,1,0,144,79,114,-2,337,0.23765432098765432
304,0,15178,9466,7512,23,28,54,66,0,0,0,109,78,57,-5,244,0.0756578947368421
690,0,36098,23634,17859,8,19,201,235,1,1,0,210,235,231,-11,676,0.011594202898550725
541,0,438000,17789,22872,6,6,49,48,1,0,0,52,64,64,0,180,0.011090573012939002
325,0,35783,14329,9588,39,39,205,125,0,0,0,207,141,202,0,550,0.12
54,54,7376,647,0,14,14,0,0,0,0,1,0,0,0,0,0,0.25925925925925924
144,0,6677,5305,2070,147,327,60,73,0,0,0,80,88,50,-180,218,1.0208333333333333
148,0,80363,4311,3838,25,33,52,19,0,0,0,46,19,57,-8,122,0.16891891891891891
146,0,32942,7477,6311,7,7,106,109,0,0,0,117,117,74,0,308,0.04794520547945205
207,0,47195,10609,8822,89,154,97,87,1,1,0,98,71,136,-65,305,0.42995169082125606
80,40,4329,549,0,95,152,0,0,0,0,1,0,0,0,-57,0,1.1875
148,0,21124,6341,5561,15,24,65,26,0,0,0,62,32,66,-9,160,0.10135135135135136
222,0,25789,7078,4027,59,115,82,203,1,0,0,71,158,69,-56,298,0.26576576576576577
475,0,34538,17362,19557,115,200,176,176,1,0,0,150,191,129,-85,470,0.24210526315789474
132,62,5499,816,0,12,16,0,0,0,0,1,0,0,0,-4,0,0.09090909090909091
343,0,33165,13598,11242,17,35,162,105,1,0,0,150,102,130,-18,382,0.04956268221574344
156,0,4658,4052,2445,0,3,52,44,0,0,0,36,75,55,-3,166,0.0
107,0,2957,2919,2765,79,107,33,33,0,0,0,40,38,44,-28,122,0.7383177570093458
228,0,10867,9880,6054,127,268,127,64,0,0,0,112,66,123,-141,301,0.5570175438596491
400,24,60350,13915,8928,54,68,78,43,1,0,1,67,44,76,-14,187,0.135
66,66,0,675,0,33,54,0,0,0,0,1,0,0,0,-21,0,0.5
102,0,0,1953,3072,30,74,380,556,1,0,0,397,585,95,-44,1077,0.29411764705882354
305,0,26974,11906,11575,6,13,41,40,1,0,0,77,55,56,-7,188,0.019672131147540985
289,8,190274,8391,3844,10,10,51,39,1,0,1,35,47,29,0,111,0.03460207612456748
288,29,80705,10917,9895,26,26,88,49,0,0,1,104,57,111,0,272,0.09027777777777778
163,0,21030,7050,5341,24,60,66,74,0,0,0,66,60,83,-36,209,0.147239263803681
565,20,36617,21191,12444,528,1031,141,115,1,0,1,164,100,128,-503,392,0.9345132743362832
206,0,18184,8254,6817,143,230,72,22,0,0,0,81,26,109,-87,216,0.6941747572815534
172,0,34748,5372,4761,0,3,16,19,0,1,0,22,17,63,-3,102,0.0
285,0,45063,11283,8176,24,77,75,46,1,0,0,69,58,109,-53,236,0.08421052631578947
173,18,16571,5535,3620,196,198,98,86,0,1,1,95,80,110,-2,285,1.1329479768786128
251,29,33083,8247,5408,20,64,49,33,0,1,1,63,35,72,-44,170,0.0796812749003984
100,13,18881,3557,3582,10,25,25,10,0,0,1,30,7,46,-15,83,0.1
107,0,5225,3994,2690,5,9,86,97,0,0,0,65,90,65,-4,220,0.04672897196261682
168,20,29641,5118,5326,87,118,90,87,1,1,1,87,64,59,-31,210,0.5178571428571429
96,0,19261,1718,2824,37,56,45,75,1,0,0,50,78,49,-19,177,0.3854166666666667
63,20,8461,1660,1599,0,2,18,2,0,0,1,18,2,22,-2,42,0.0
97,0,52892,5026,3507,22,29,97,54,0,0,0,92,39,55,-7,186,0.2268041237113402
560,20,38229,21841,18781,166,267,267,244,1,0,1,259,225,182,-101,666,0.29642857142857143
410,0,33177,14431,5807,31,32,90,51,1,0,0,85,36,98,-1,219,0.07560975609756097
351,0,18138,12217,4831,4,13,97,54,0,0,0,101,81,88,-9,270,0.011396011396011397
642,0,131863,29150,29595,135,205,310,318,1,1,0,340,353,353,-70,1046,0.2102803738317757
281,26,31696,9687,6997,64,156,81,66,0,0,1,107,58,125,-92,290,0.2277580071174377
147,19,10600,4691,3497,2,2,40,13,0,0,1,40,19,70,0,129,0.013605442176870748
106,0,5300,3788,3037,8,13,52,24,1,0,0,62,19,74,-5,155,0.07547169811320754
133,0,22825,6096,4375,2,2,53,31,0,0,0,62,43,60,0,165,0.015037593984962405
230,0,22667,5924,3914,42,64,38,30,0,0,0,55,33,76,-22,164,0.1826086956521739
153,19,22405,5899,4155,50,52,44,28,0,0,1,56,38,71,-2,165,0.32679738562091504
216,18,77745,10118,9819,3,3,57,32,0,0,1,60,54,85,0,199,0.013888888888888888
60,60,3603,590,0,135,164,0,0,0,0,1,0,0,0,-29,0,2.25
223,0,37112,12110,11385,30,46,63,41,0,0,0,47,39,96,-16,182,0.13452914798206278
148,13,11991,3167,2390,13,31,33,16,0,0,1,40,13,28,-18,81,0.08783783783783784
195,0,26140,7521,5743,25,42,80,49,0,0,0,56,36,88,-17,180,0.1282051282051282
155,30,15021,4939,4465,2,2,32,19,0,0,1,35,36,67,0,138,0.012903225806451613
142,0,7470,3440,1974,60,102,27,21,0,0,0,15,29,27,-42,71,0.4225352112676056
376,15,32923,14860,8608,10,17,99,96,1,1,1,95,113,130,-7,338,0.026595744680851064
212,0,20357,7729,4981,9,9,102,39,0,0,0,89,55,118,0,262,0.04245283018867924
130,92,22174,1419,417,8,8,1,4,1,0,1,5,1,1,0,7,0.06153846153846154
509,18,52295,21436,22641,156,306,130,123,1,0,1,162,124,104,-150,390,0.30648330058939094
582,24,132568,24621,17845,0,45,471,378,1,0,1,539,270,205,-45,1014,0.0
887,15,630261,41988,13811,21,25,75,39,1,1,1,85,45,143,-4,273,0.02367531003382187
388,0,88615,15688,9648,17,17,161,252,1,0,0,177,176,74,0,427,0.04381443298969072
66,66,2101,136,0,1,1,0,0,0,0,1,0,0,0,0,0,0.015151515151515152
143,0,25534,7367,4568,4,4,70,10,1,0,0,54,42,88,0,184,0.027972027972027972
954,0,308899,34020,25527,275,467,342,355,1,0,0,389,317,238,-192,944,0.2882599580712788
92,92,6724,714,0,16,38,0,0,1,0,1,0,0,0,-22,0,0.17391304347826086
122,0,11298,4576,2670,1,1,45,15,0,0,0,49,16,75,0,140,0.00819672131147541
179,18,22905,6018,8272,120,153,54,62,0,1,1,73,76,93,-33,242,0.6703910614525139
157,0,23979,6148,6942,16,30,92,99,0,0,0,108,121,83,-14,312,0.10191082802547771
388,0,28219,15011,8900,47,73,84,36,0,0,0,89,43,125,-26,257,0.1211340206185567
40,40,8109,297,0,16,16,0,0,0,0,1,0,0,0,0,0,0.4
243,0,42691,8938,6228,119,170,115,43,0,0,0,143,41,87,-51,271,0.4897119341563786
261,24,67014,13951,8057,7,7,100,82,0,1,1,97,76,96,0,269,0.02681992337164751
70,0,18657,3811,5404,5,5,28,31,0,0,0,49,44,42,0,135,0.07142857142857142
80,0,14777,2856,1668,112,168,21,25,0,0,0,19,19,22,-56,60,1.4
303,26,23733,8714,9502,50,101,164,153,0,0,1,166,154,142,-51,462,0.16501650165016502
267,0,25616,17816,10947,33,74,126,174,1,1,0,151,187,125,-41,463,0.12359550561797752
121,0,19514,3626,1830,113,139,17,8,0,0,0,25,12,47,-26,84,0.9338842975206612
191,15,23149,7130,5324,4,4,26,13,0,0,1,41,17,84,0,142,0.020942408376963352
155,20,19784,5594,7471,75,75,85,62,0,0,1,67,55,72,0,194,0.4838709677419355
102,0,11798,4987,6062,25,26,49,42,0,0,0,68,66,69,-1,203,0.24509803921568626
365,0,53906,17112,18156,48,84,88,63,0,0,0,111,95,126,-36,332,0.13150684931506848
223,18,36585,6858,4075,11,26,31,28,0,0,1,37,15,50,-15,102,0.04932735426008968
